,co2_mean,date_time_initial_value,label,swc_2_mean,fco2_dry,ts_2_mean,ta_mean,daym,month,treatment,drying_cycle,dar,tod,rep
219,454.22,3/27/24 14:53,11,0.368,1.74958,27.8,26.87471,27,3,NPK,3,1,pm,3
220,446.81,3/27/24 14:56,12,0.38125,1.26365,28,26.86021,27,3,Disturbance,3,1,pm,3
221,446.35,3/27/24 14:57,12,0.3834,1.34145,27.92,26.59594,27,3,Disturbance,3,1,pm,3
222,445.56,3/27/24 14:58,12,0.384,1.11923,27.55,26.26669,27,3,Disturbance,3,1,pm,3
223,448.82,3/27/24 15:01,13,0.36307,1.99123,27.51,26.55689,27,3,NPK+Disturbance,3,1,pm,3
224,451.06,3/27/24 15:02,13,0.36547,2.05014,27.89333,26.18886,27,3,NPK+Disturbance,3,1,pm,3
225,449.79,3/27/24 15:03,13,0.366,1.97649,27.82,25.86742,27,3,NPK+Disturbance,3,1,pm,3
226,446.72,3/27/24 15:06,14,0.32033,0.96391,27.52,24.86813,27,3,NPK,3,1,pm,3
227,445.95,3/27/24 15:07,14,0.32105,0.89503,27.2,25.6014,27,3,NPK,3,1,pm,3
228,447.17,3/27/24 15:08,14,0.32377,0.96726,26.96885,25.45648,27,3,NPK,3,1,pm,3
229,450.54,3/27/24 15:10,15,0.36,1.37393,26.74,25.49876,27,3,Control,3,1,pm,3
230,449.76,3/27/24 15:12,15,0.37,1.45111,26.4,25.69974,27,3,Control,3,1,pm,3
231,448.57,3/27/24 15:13,15,0.36935,1.41209,26.4,25.62869,27,3,Control,3,1,pm,3
232,452.68,3/27/24 15:15,16,0.2279,1.83372,26.22333,26.0864,27,3,Control,3,1,pm,4
233,450.4,3/27/24 15:17,16,0.26405,1.72444,26.4,25.84608,27,3,Control,3,1,pm,4
234,454.26,3/27/24 15:18,16,0.262,1.74242,26.4,26.07666,27,3,Control,3,1,pm,4
235,453.39,3/27/24 15:20,17,0.35202,2.62162,26.455,25.87651,27,3,NPK,3,1,pm,4
236,453.22,3/27/24 15:22,17,0.374,2.46939,26.35333,26.24859,27,3,NPK,3,1,pm,4
237,456.34,3/27/24 15:23,17,0.37333,2.66126,26.2,26.08908,27,3,NPK,3,1,pm,4
238,450.71,3/27/24 15:25,18,0.3582,1.89352,26.2,25.07755,27,3,NPK+Disturbance,3,1,pm,4
239,451.81,3/27/24 15:27,18,0.35423,2.06467,26.47,25.34797,27,3,NPK+Disturbance,3,1,pm,4
240,452.58,3/27/24 15:28,18,0.35567,2.0166,26.7,24.99194,27,3,NPK+Disturbance,3,1,pm,4
241,447.12,3/27/24 15:30,19,0.36932,1.46172,26.465,25.44958,27,3,NPK,3,1,pm,4
242,445.63,3/27/24 15:32,19,0.373,1.6161,26.35333,25.76293,27,3,NPK,3,1,pm,4
243,449.47,3/27/24 15:33,19,0.37367,1.38577,26.2,25.74631,27,3,NPK,3,1,pm,4
244,451.37,3/27/24 15:35,20,0.36477,2.02338,26.09,25.39805,27,3,Disturbance,3,1,pm,4
245,453.24,3/27/24 15:37,20,0.36307,1.97566,26.18,24.98737,27,3,Disturbance,3,1,pm,4
246,454.56,3/27/24 15:38,20,0.364,1.96277,25.9,24.65495,27,3,Disturbance,3,1,pm,4
247,455.79,3/27/24 15:40,21,0.32895,2.27453,25.175,24.48783,27,3,NPK+Disturbance,3,1,pm,5
248,455.85,3/27/24 15:42,21,0.38827,2.16335,25.04667,24.76091,27,3,NPK+Disturbance,3,1,pm,5
249,455.87,3/27/24 15:43,21,0.389,2.27233,24.9,25.0337,27,3,NPK+Disturbance,3,1,pm,5
250,455.27,3/27/24 15:45,22,0.3287,2.36283,24.9,24.86003,27,3,Control,3,1,pm,5
251,456.84,3/27/24 15:47,22,0.32233,2.15616,24.9,24.74505,27,3,Control,3,1,pm,5
252,455.35,3/27/24 15:48,22,0.32453,2.20408,24.9,24.68283,27,3,Control,3,1,pm,5
253,448.69,3/27/24 15:51,23,0.3298,1.41807,24.9,24.25683,27,3,Disturbance,3,1,pm,5
254,450.4,3/27/24 15:52,23,0.333,1.43064,25.03,24.29304,27,3,Disturbance,3,1,pm,5
255,449.76,3/27/24 15:53,23,0.33378,1.27323,25.05667,24.34127,27,3,Disturbance,3,1,pm,5
256,464.14,3/27/24 15:55,OC4,0.35333,3.28112,24.92667,24.28854,27,3,Outside_treatments,3,1,pm,0
257,466.33,3/27/24 15:57,OC4,0.3606,3.39798,25.1,24.60221,27,3,Outside_treatments,3,1,pm,0
258,462.77,3/27/24 15:58,OC4,0.36272,3.35724,25.1,24.73588,27,3,Outside_treatments,3,1,pm,0
259,450.73,3/27/24 16:01,OC5,0.3232,1.5523,25.385,25.88266,27,3,Outside_treatments,3,1,pm,0
260,453.95,3/27/24 16:02,OC5,0.32162,2.20955,25.1,25.61243,27,3,Outside_treatments,3,1,pm,0
261,454.83,3/27/24 16:03,OC5,0.3218,2.2839,25.1,25.26756,27,3,Outside_treatments,3,1,pm,0
262,453.94,3/27/24 16:06,24,0.3782,2.03723,24.74,24.85142,27,3,NPK,3,1,pm,5
263,454.98,3/27/24 16:07,24,0.379,1.88035,24.9,24.60175,27,3,NPK,3,1,pm,5
264,457.12,3/27/24 16:09,24,0.379,1.9483,24.9,24.51798,27,3,NPK,3,1,pm,5
265,454.02,3/27/24 16:11,25,0.37355,1.79136,24.73667,26.08788,27,3,NPK,3,1,pm,5
266,455.53,3/27/24 16:12,25,0.37538,1.71597,25.02333,26.38615,27,3,NPK,3,1,pm,5
267,455.09,3/27/24 16:14,25,0.376,1.71842,25.1,26.05495,27,3,NPK,3,1,pm,5
268,462.23,3/27/24 16:16,OC3,0.39,3.00219,25.1,25.09132,27,3,Outside_treatments,3,1,pm,0
269,459.46,3/27/24 16:17,OC3,0.39,2.67083,25.01,25.08926,27,3,Outside_treatments,3,1,pm,0
270,461.04,3/27/24 16:18,OC3,0.39089,2.55704,24.9,25.03094,27,3,Outside_treatments,3,1,pm,0
272,450.96,3/28/24 12:28,6,0.3385,1.67559,20.5,20.05586,28,3,Control,3,2,pm,2
273,453.27,3/28/24 12:30,6,0.339,1.29925,20.5,20.19238,28,3,Control,3,2,pm,2
274,450.68,3/28/24 12:35,7,0.32393,1.12543,20.69672,22.3173,28,3,Outside_treatments,3,2,pm,0
275,453.67,3/28/24 12:36,7,0.32525,1.34744,21.18333,22.2949,28,3,Outside_treatments,3,2,pm,0
276,450.59,3/28/24 12:38,7,0.327,1.09434,21.3,22.34671,28,3,Outside_treatments,3,2,pm,0
277,454.05,3/28/24 12:41,8,0.3273,1.67593,21.83,21.97924,28,3,Disturbance,3,2,pm,2
278,453.41,3/28/24 12:42,8,0.331,1.60472,21.9,21.66981,28,3,Disturbance,3,2,pm,2
279,455.23,3/28/24 12:43,8,0.3315,1.50645,22,21.64276,28,3,Disturbance,3,2,pm,2
281,450.54,3/28/24 12:49,9,0.2447,1.15633,23.185,23.05957,28,3,NPK,3,2,pm,2
282,450.76,3/28/24 12:50,9,0.24895,1.32266,23.51,23.12337,28,3,NPK,3,2,pm,2
283,460.53,3/28/24 12:53,OC2,0.11677,2.94353,24.00833,24.02616,28,3,Outside_treatments,3,2,pm,0
284,461.18,3/28/24 12:54,OC2,0.12285,2.63665,24.425,25.46992,28,3,Outside_treatments,3,2,pm,0
286,447.51,3/28/24 12:59,10,0.27642,1.09139,26.2,24.58214,28,3,NPK,3,2,pm,2
287,451.19,3/28/24 13:00,10,0.28,1.24184,26.2,23.51115,28,3,NPK,3,2,pm,2
288,450.06,3/28/24 13:02,10,0.27807,1.10908,26.38667,23.42413,28,3,NPK,3,2,pm,2
289,453.87,3/28/24 13:05,11,0.17967,1.54476,26.4,25.6545,28,3,NPK,3,2,pm,3
290,454.3,3/28/24 13:06,11,0.24617,1.41292,26.7,25.61127,28,3,NPK,3,2,pm,3
291,453.51,3/28/24 13:08,11,0.247,1.4692,26.7,25.74591,28,3,NPK,3,2,pm,3
292,452.56,3/28/24 13:10,12,0.35845,1.67014,26.7,24.11035,28,3,Disturbance,3,2,pm,3
293,453.76,3/28/24 13:12,12,0.34752,1.63297,26.435,23.75513,28,3,Disturbance,3,2,pm,3
294,452.72,3/28/24 13:13,12,0.35332,1.52237,26.4,23.44727,28,3,Disturbance,3,2,pm,3
295,454.42,3/28/24 13:16,13,0.2484,1.95176,25.9,24.59577,28,3,NPK+Disturbance,3,2,pm,3
297,455.56,3/28/24 13:19,13,0.30067,1.75634,26.2,24.19589,28,3,NPK+Disturbance,3,2,pm,3
298,450.18,3/28/24 13:22,14,0.2513,0.84423,25.9,24.78008,28,3,NPK,3,2,pm,3
299,450.88,3/28/24 13:23,14,0.25652,0.84717,25.9,25.45536,28,3,NPK,3,2,pm,3
300,450.65,3/28/24 13:25,14,0.2578,0.78123,26.17,25.444,28,3,NPK,3,2,pm,3
301,452.77,3/28/24 13:28,15,0.27203,1.41999,26.4,26.03418,28,3,Control,3,2,pm,3
302,452.33,3/28/24 13:29,15,0.27393,1.30215,26.54,25.62987,28,3,Control,3,2,pm,3
303,452.49,3/28/24 13:31,15,0.2786,1.2961,26.7,25.18016,28,3,Control,3,2,pm,3
304,457.2,3/28/24 13:34,24,0.34743,2.19664,26.7,25.90408,28,3,NPK,3,2,pm,5
305,457.19,3/28/24 13:36,24,0.34965,2.02392,26.7,26.19528,28,3,NPK,3,2,pm,5
306,456.14,3/28/24 13:37,24,0.35008,1.8607,26.9,25.9752,28,3,NPK,3,2,pm,5
307,456.27,3/28/24 13:40,25,0.2544,2.18733,26.9,28.74687,28,3,NPK,3,2,pm,5
308,456.63,3/28/24 13:41,25,0.32,2.01618,27.2,28.56116,28,3,NPK,3,2,pm,5
309,458.41,3/28/24 13:43,25,0.32,1.97472,27,28.72672,28,3,NPK,3,2,pm,5
310,458.59,3/28/24 13:45,OC3,0.35595,2.62225,26.995,26.59774,28,3,Outside_treatments,3,2,pm,0
311,460.02,3/28/24 13:47,OC3,0.35875,1.99161,27.2,26.65994,28,3,Outside_treatments,3,2,pm,0
312,458.17,3/28/24 13:48,OC3,0.359,1.96492,27.5,27.34221,28,3,Outside_treatments,3,2,pm,0
313,456.43,3/28/24 13:51,OC5,0.31822,1.93661,27.135,26.16737,28,3,Outside_treatments,3,2,pm,0
314,458.65,3/28/24 13:53,OC5,0.3209,2.45212,26.77333,25.76356,28,3,Outside_treatments,3,2,pm,0
315,456.9,3/28/24 13:54,OC5,0.322,1.9767,26.39,25.03008,28,3,Outside_treatments,3,2,pm,0
316,451.76,3/28/24 13:56,23,0.364,1.62062,25.9,24.18078,28,3,Disturbance,3,2,pm,5
317,451.12,3/28/24 13:58,23,0.364,1.73428,25.9,24.26013,28,3,Disturbance,3,2,pm,5
318,452.35,3/28/24 13:59,23,0.364,1.75163,25.88,23.82604,28,3,Disturbance,3,2,pm,5
319,461.27,3/28/24 14:01,18,0.34763,2.77328,25.79,24.94058,28,3,NPK+Disturbance,3,2,pm,4
320,461.36,3/28/24 14:03,18,0.349,2.96691,26.2,25.02281,28,3,NPK+Disturbance,3,2,pm,4
321,460.21,3/28/24 14:04,18,0.34917,2.69309,26.4,24.62698,28,3,NPK+Disturbance,3,2,pm,4
322,458.82,3/28/24 14:06,22,0.38828,2.15385,26.34167,24.06571,28,3,Control,3,2,pm,5
323,460.1,3/28/24 14:08,22,0.389,2.00136,26.7,24.24598,28,3,Control,3,2,pm,5
324,458.77,3/28/24 14:09,22,0.39,2.0176,26.7,24.67936,28,3,Control,3,2,pm,5
325,468.35,3/28/24 14:11,OC4,0.3614,3.9877,26.7,25.15048,28,3,Outside_treatments,3,2,pm,0
326,472.05,3/28/24 14:13,OC4,0.36557,3.44156,26.85667,24.8678,28,3,Outside_treatments,3,2,pm,0
327,467.41,3/28/24 14:14,OC4,0.36722,4.04009,26.85667,24.48576,28,3,Outside_treatments,3,2,pm,0
328,458.26,3/28/24 14:16,21,0.3555,2.37906,26.7,25.60106,28,3,NPK+Disturbance,3,2,pm,5
329,456.74,3/28/24 14:18,21,0.35563,2.14162,26.7,25.63598,28,3,NPK+Disturbance,3,2,pm,5
330,456.82,3/28/24 14:19,21,0.356,2.09218,26.665,25.21357,28,3,NPK+Disturbance,3,2,pm,5
331,461.48,3/28/24 14:21,20,0.33637,2.76329,26.49167,25.11131,28,3,Disturbance,3,2,pm,4
332,461.31,3/28/24 14:23,20,0.3392,2.77757,26.9,24.38574,28,3,Disturbance,3,2,pm,4
333,461.55,3/28/24 14:24,20,0.34,2.39203,26.9,24.42955,28,3,Disturbance,3,2,pm,4
334,450.18,3/28/24 14:26,19,0.26323,1.51874,26.9,26.18455,28,3,NPK,3,2,pm,4
335,451.51,3/28/24 14:28,19,0.26533,1.436,27.1,27.06465,28,3,NPK,3,2,pm,4
336,449.03,3/28/24 14:29,19,0.26617,1.3003,27.225,27.323,28,3,NPK,3,2,pm,4
337,455.64,3/28/24 14:32,16,0.2884,2.0037,27.5,26.78843,28,3,Control,3,2,pm,4
338,453.45,3/28/24 14:33,16,0.313,2.09978,27.39,26.2274,28,3,Control,3,2,pm,4
339,454.25,3/28/24 14:35,16,0.313,1.86224,27.2,25.90278,28,3,Control,3,2,pm,4
340,456.63,3/28/24 14:37,17,0.2734,2.52289,27.2,27.27302,28,3,NPK,3,2,pm,4
341,459.62,3/28/24 14:38,17,0.26443,2.55812,27.565,28.45609,28,3,NPK,3,2,pm,4
342,459.8,3/28/24 14:40,17,0.2998,2.43326,27.8,28.49498,28,3,NPK,3,2,pm,4
343,448.92,3/28/24 14:42,1,0.32125,1.19257,27.2,26.28323,28,3,Disturbance,3,2,pm,1
344,448.94,3/28/24 14:44,1,0.325,1.22431,27.2,26.21322,28,3,Disturbance,3,2,pm,1
345,449.33,3/28/24 14:45,1,0.326,1.09998,27.5,26.06636,28,3,Disturbance,3,2,pm,1
346,450.3,3/28/24 14:47,2,0.335,1.51416,27.2,26.49582,28,3,NPK,3,2,pm,1
347,450.21,3/28/24 14:49,2,0.33777,1.40818,26.97,27.1755,28,3,NPK,3,2,pm,1
348,449.14,3/28/24 14:50,2,0.3382,1.43429,26.64,26.44617,28,3,NPK,3,2,pm,1
349,464.34,3/28/24 14:52,3,0.16433,3.24027,26.48333,27.96448,28,3,NPK,3,2,pm,1
350,464.73,3/28/24 14:54,3,0.166,2.88922,27.25,28.24024,28,3,NPK,3,2,pm,1
351,463.89,3/28/24 14:55,3,0.15308,3.34895,27.8,27.55062,28,3,NPK,3,2,pm,1
352,453.26,3/28/24 14:57,4,0.14985,2.14593,27.665,26.2978,28,3,Control,3,2,pm,1
353,454.56,3/28/24 14:59,4,0.33477,2.09923,27.5,26.17181,28,3,Control,3,2,pm,1
354,453.27,3/28/24 15:00,4,0.336,1.89512,27.5,25.73016,28,3,Control,3,2,pm,1
355,448.01,3/28/24 15:03,OC1,0.3328,1.0721,27.38,26.46969,28,3,Outside_treatments,3,2,pm,0
356,448.21,3/28/24 15:04,OC1,0.33407,1.00919,27.2,26.72612,28,3,Outside_treatments,3,2,pm,0
357,448.63,3/28/24 15:05,OC1,0.336,1.16379,27.2,26.39391,28,3,Outside_treatments,3,2,pm,0
358,459.07,3/28/24 15:08,5,0.3094,2.78995,27.2,25.44609,28,3,NPK+Disturbance,3,2,pm,1
359,460.3,3/28/24 15:09,5,0.31707,2.36774,27.18,25.78495,28,3,NPK+Disturbance,3,2,pm,1
360,458.2,3/28/24 15:10,5,0.318,2.28912,26.8,25.49486,28,3,NPK+Disturbance,3,2,pm,1
361,538.73,3/29/24 8:02,25,0.32843,0.88645,10.28667,5.78449,29,3,NPK,3,3,am,5
362,539.51,3/29/24 8:03,25,0.32997,0.82609,10.10167,5.71329,29,3,NPK,3,3,am,5
363,531.72,3/29/24 8:05,25,0.32958,0.80326,9.75833,5.74649,29,3,NPK,3,3,am,5
364,520.02,3/29/24 8:07,OC3,0.177,0.89359,9.4,5.50668,29,3,Outside_treatments,3,3,am,0
365,522.93,3/29/24 8:08,OC3,0.354,0.75499,9.01333,5.43049,29,3,Outside_treatments,3,3,am,0
366,523.4,3/29/24 8:09,OC3,0.354,0.70407,8.86333,5.33345,29,3,Outside_treatments,3,3,am,0
367,483.76,3/29/24 8:12,24,0.1914,0.78,8.49,5.44487,29,3,NPK,3,3,am,5
368,509.88,3/29/24 8:13,24,0.351,0.78267,8.4,5.43528,29,3,NPK,3,3,am,5
369,511.97,3/29/24 8:15,24,0.35158,0.68451,8.4,5.55637,29,3,NPK,3,3,am,5
370,520.83,3/29/24 8:17,OC5,0.33447,0.5947,8.20667,5.61967,29,3,Outside_treatments,3,3,am,0
371,521.2,3/29/24 8:19,OC5,0.3484,1.04352,8.24,5.79249,29,3,Outside_treatments,3,3,am,0
372,511.36,3/29/24 8:20,OC5,0.349,0.89282,8.3,6.0306,29,3,Outside_treatments,3,3,am,0
373,511.78,3/29/24 8:22,23,0.2616,0.73579,8.21,5.67709,29,3,Disturbance,3,3,am,5
374,510.98,3/29/24 8:23,23,0.26147,0.65306,7.72667,5.47257,29,3,Disturbance,3,3,am,5
375,509.4,3/29/24 8:25,23,0.264,0.79009,7.43667,5.56025,29,3,Disturbance,3,3,am,5
376,504.5,3/29/24 8:27,OC4,0.28305,1.23319,7.2,5.99273,29,3,Outside_treatments,3,3,am,0
377,499.89,3/29/24 8:29,OC4,0.284,1.39445,7.24833,5.94152,29,3,Outside_treatments,3,3,am,0
378,505.41,3/29/24 8:30,OC4,0.284,1.3375,7.39167,6.01214,29,3,Outside_treatments,3,3,am,0
379,498.41,3/29/24 8:36,22,0.368,1.07135,7.5,7.0661,29,3,Control,3,3,am,5
380,490.52,3/29/24 8:37,22,0.369,1.05147,7.4,6.80705,29,3,Control,3,3,am,5
381,496.98,3/29/24 8:39,22,0.369,1.09796,7.4,6.95071,29,3,Control,3,3,am,5
382,480.63,3/29/24 8:41,21,0.24933,0.79351,7.46667,7.71624,29,3,NPK+Disturbance,3,3,am,5
383,496.28,3/29/24 8:42,21,0.3741,0.75026,7.73,7.73995,29,3,NPK+Disturbance,3,3,am,5
384,494.41,3/29/24 8:44,21,0.37445,0.74764,8.055,7.98613,29,3,NPK+Disturbance,3,3,am,5
385,486.13,3/29/24 8:46,20,0.24675,0.64841,8.2,8.00675,29,3,Disturbance,3,3,am,4
386,482.14,3/29/24 8:47,20,0.31778,0.76269,8.07833,7.76955,29,3,Disturbance,3,3,am,4
387,477.74,3/29/24 8:49,20,0.3183,0.70321,8,7.73974,29,3,Disturbance,3,3,am,4
388,476.7,3/29/24 8:51,19,0.31105,0.64745,8,8.50057,29,3,NPK,3,3,am,4
389,476.58,3/29/24 8:52,19,0.3126,0.5862,8.13,8.47446,29,3,NPK,3,3,am,4
390,480.53,3/29/24 8:54,19,0.3125,0.61483,8.35,8.64264,29,3,NPK,3,3,am,4
391,476.33,3/29/24 8:57,18-1,0.2668,0.90408,8.34333,9.40309,29,3,Outside_treatments,3,3,am,0
392,475.37,3/29/24 8:58,18-1,0.311,0.86046,8.3,9.2577,29,3,Outside_treatments,3,3,am,0
393,476.01,3/29/24 9:00,18-1,0.3119,0.9754,8.345,9.38837,29,3,Outside_treatments,3,3,am,0
394,477.83,3/29/24 9:02,17,0.31365,1.01048,8.84,10.37505,29,3,NPK,3,3,am,4
395,481.86,3/29/24 9:03,17,0.36928,0.96527,9.285,10.50123,29,3,NPK,3,3,am,4
396,475.51,3/29/24 9:05,17,0.37,0.98815,9.57333,10.58537,29,3,NPK,3,3,am,4
397,476.17,3/29/24 9:07,16,0.26213,0.74745,9.87667,11.28737,29,3,Control,3,3,am,4
398,478.33,3/29/24 9:08,16,0.243,1.0471,10.12,11.43537,29,3,Control,3,3,am,4
399,479.73,3/29/24 9:10,16,0.29627,0.8267,10.45333,11.72206,29,3,Control,3,3,am,4
400,477.57,3/29/24 9:12,15,0.25573,0.54813,11,12.35622,29,3,Control,3,3,am,3
401,473.35,3/29/24 9:13,15,0.27873,0.64183,11.06333,12.33112,29,3,Control,3,3,am,3
402,469.96,3/29/24 9:15,15,0.2808,0.53508,11.08,12.16832,29,3,Control,3,3,am,3
403,471.03,3/29/24 9:17,14,0.28492,0.42381,11.055,12.57661,29,3,NPK,3,3,am,3
404,473.71,3/29/24 9:19,14,0.2902,0.36933,11.54,13.19577,29,3,NPK,3,3,am,3
405,471.99,3/29/24 9:20,14,0.29303,0.38843,12.01,13.23639,29,3,NPK,3,3,am,3
406,470.03,3/29/24 9:22,13,0.2988,0.63987,12.38,13.22477,29,3,NPK+Disturbance,3,3,am,3
407,471.63,3/29/24 9:24,13,0.29927,0.72334,12.3,12.86005,29,3,NPK+Disturbance,3,3,am,3
408,468.16,3/29/24 9:25,13,0.29993,0.68727,12.3,12.56733,29,3,NPK+Disturbance,3,3,am,3
409,466.81,3/29/24 9:27,1,0.273,0.35702,12.32167,13.49129,29,3,Disturbance,3,3,am,1
410,468.4,3/29/24 9:29,1,0.2743,0.36539,12.53,13.82453,29,3,Disturbance,3,3,am,1
411,468,3/29/24 9:30,1,0.27525,0.43656,12.70833,13.83087,29,3,Disturbance,3,3,am,1
412,466.31,3/29/24 9:32,2,0.34625,0.66564,13.175,13.91058,29,3,NPK,3,3,am,1
413,466.96,3/29/24 9:34,2,0.347,0.63406,13.46833,13.69836,29,3,NPK,3,3,am,1
414,470.38,3/29/24 9:35,2,0.348,0.51501,13.5,13.82257,29,3,NPK,3,3,am,1
415,473.45,3/29/24 9:37,3,0.198,1.11426,13.47833,14.3834,29,3,NPK,3,3,am,1
416,473.21,3/29/24 9:39,3,0.1551,1.01841,13.335,14.0529,29,3,NPK,3,3,am,1
417,473.74,3/29/24 9:40,3,0.18692,1.0501,13.1,13.99751,29,3,NPK,3,3,am,1
418,471.21,3/29/24 9:43,4,0.1785,1.12661,13.1,14.5182,29,3,Control,3,3,am,1
419,470.49,3/29/24 9:44,4,0.30902,0.90116,13.3,14.47388,29,3,Control,3,3,am,1
420,471.09,3/29/24 9:46,4,0.31087,1.04732,13.3,14.47226,29,3,Control,3,3,am,1
421,465.47,3/29/24 9:48,OC1,0.25585,0.54899,13.47167,16.01022,29,3,Outside_treatments,3,3,am,0
422,467.92,3/29/24 9:49,OC1,0.359,0.54388,13.71333,16.01475,29,3,Outside_treatments,3,3,am,0
423,467.55,3/29/24 9:51,OC1,0.359,0.60689,13.91,16.25285,29,3,Outside_treatments,3,3,am,0
424,469.18,3/29/24 9:53,5,0.24418,0.86182,14.26333,17.30013,29,3,NPK+Disturbance,3,3,am,1
425,467.41,3/29/24 9:54,5,0.30125,0.86115,14.4,17.09544,29,3,NPK+Disturbance,3,3,am,1
426,466.28,3/29/24 9:56,5,0.30337,0.82446,14.53667,16.95202,29,3,NPK+Disturbance,3,3,am,1
427,466.02,3/29/24 9:58,6,0.30003,0.60155,14.90167,17.1431,29,3,NPK+Disturbance,3,3,am,2
428,461.81,3/29/24 10:00,6,0.3029,0.59771,15,16.91721,29,3,NPK+Disturbance,3,3,am,2
429,463.23,3/29/24 10:01,6,0.304,0.53997,15,17.11946,29,3,NPK+Disturbance,3,3,am,2
430,461.49,3/29/24 10:03,7,0.30853,0.84635,15.02667,17.0335,29,3,Control,3,3,am,2
431,460.27,3/29/24 10:05,7,0.31145,0.84003,15.365,16.90511,29,3,Control,3,3,am,2
